loan_id,age,education,proof_submitted,loan_amount,asset_cost,no_of_loans,no_of_curr_loans,last_delinq_none,loan_default
5281,27,2.0,Aadhar,758556.0,1275828.0,2,0,0,0
3573,40,2.0,Aadhar,704556.0,869148.0,9,0,0,0
4806,25,2.0,Aadhar,885012.0,1291200.0,0,0,0,0
5300,31,1.0,Driving,577188.0,1149540.0,0,0,0,0
1991,26,2.0,Aadhar,665868.0,901464.0,0,0,0,0
4121,40,2.0,VoterID,675108.0,805608.0,0,0,0,0
4760,28,2.0,Aadhar,1157880.0,1893600.0,0,0,0,1
5739,44,1.0,Aadhar,666156.0,859200.0,0,0,0,1
5299,33,2.0,Aadhar,770856.0,1011024.0,2,2,0,0
6111,31,1.0,Aadhar,864276.0,1110000.0,0,0,0,1
4972,29,2.0,VoterID,432312.0,847044.0,0,0,0,1
6627,46,2.0,Aadhar,725724.0,869136.0,2,2,0,0
5035,28,2.0,Aadhar,472728.0,939396.0,0,0,0,0
3601,34,1.0,Aadhar,652548.0,808116.0,0,0,0,0
6383,33,1.0,Aadhar,490728.0,1069692.0,2,0,0,0
6967,33,2.0,VoterID,638988.0,763164.0,2,2,0,0
5767,49,1.0,Aadhar,632436.0,817920.0,6,0,0,0
386,37,2.0,Aadhar,743364.0,952800.0,3,2,0,1
6102,28,2.0,Aadhar,614124.0,833592.0,0,0,0,1
6385,29,2.0,Aadhar,683508.0,1121940.0,0,0,0,0
537,41,1.0,Aadhar,714840.0,877800.0,4,3,0,0
6524,38,2.0,Aadhar,451668.0,841404.0,0,0,0,0
5033,33,2.0,Aadhar,1136520.0,1725780.0,0,0,0,1
4213,31,1.0,Aadhar,637236.0,742044.0,2,2,0,0
3508,36,1.0,Aadhar,630936.0,744000.0,3,0,0,0
202,35,2.0,Aadhar,556188.0,832800.0,0,0,0,1
1333,46,2.0,Aadhar,457692.0,816000.0,3,0,0,0
3503,39,2.0,Aadhar,393408.0,539544.0,0,0,0,0
2709,43,2.0,Aadhar,711108.0,847200.0,12,4,0,1
5032,45,2.0,Aadhar,684156.0,905904.0,8,4,0,1
4663,37,2.0,Aadhar,553740.0,859320.0,0,0,0,1
4022,44,2.0,VoterID,826320.0,948516.0,0,0,0,1
1855,49,1.0,VoterID,554076.0,874128.0,0,0,0,0
6251,29,2.0,Aadhar,449268.0,769500.0,3,2,0,0
2873,26,1.0,Aadhar,464868.0,832452.0,0,0,0,0
3031,48,1.0,Aadhar,956232.0,1080000.0,26,2,0,0
1206,33,1.0,Aadhar,699108.0,842148.0,0,0,0,1
1646,30,2.0,Aadhar,413808.0,530760.0,0,0,0,0
3418,38,1.0,Aadhar,775584.0,932880.0,0,0,0,0
3477,29,2.0,Aadhar,581316.0,816000.0,5,3,0,0
5888,29,2.0,Aadhar,538188.0,1237476.0,2,2,0,0
2862,30,2.0,Aadhar,636936.0,940500.0,0,0,0,1
1793,46,2.0,Aadhar,865476.0,1243200.0,5,4,0,0
5527,47,2.0,Aadhar,867804.0,1312056.0,15,3,0,1
3798,42,2.0,Aadhar,675108.0,777876.0,18,5,0,0
3369,36,1.0,Aadhar,553740.0,780036.0,7,3,0,0
3368,33,2.0,Aadhar,639336.0,808080.0,0,0,0,0
3534,45,2.0,Aadhar,639636.0,846120.0,0,0,0,1
6134,39,1.0,Aadhar,592188.0,784800.0,0,0,0,0
5110,30,2.0,Aadhar,541188.0,758760.0,0,0,0,0
3450,35,1.0,Aadhar,1174632.0,1601568.0,0,0,0,0
604,48,2.0,VoterID,743556.0,847956.0,0,0,0,1
3057,36,2.0,Aadhar,759684.0,883392.0,7,4,0,1
6086,42,1.0,Aadhar,700056.0,796584.0,8,6,0,0
127,46,2.0,VoterID,642936.0,837600.0,6,2,0,1
3877,24,2.0,VoterID,790584.0,1239744.0,0,0,0,0
2936,28,1.0,Aadhar,621636.0,858000.0,0,0,0,0
5444,30,1.0,VoterID,855804.0,1369068.0,2,2,0,1
4452,26,2.0,Aadhar,841476.0,1245288.0,0,0,0,0
3532,31,2.0,Aadhar,623736.0,1148664.0,0,0,0,0
2731,32,1.0,Aadhar,645636.0,752112.0,2,2,0,0
828,32,,VoterID,621636.0,909024.0,0,0,0,0
1640,39,2.0,Aadhar,484728.0,808140.0,2,2,0,1
985,25,2.0,Aadhar,509928.0,751200.0,0,0,0,1
3282,26,2.0,VoterID,888948.0,1222200.0,0,0,0,1
6958,41,2.0,Aadhar,691356.0,827400.0,2,2,0,1
2189,38,2.0,Aadhar,699108.0,1157076.0,18,6,0,0
6442,33,2.0,Aadhar,802584.0,1133040.0,0,0,0,1
2444,31,2.0,Aadhar,568188.0,1115472.0,0,0,0,0
363,26,1.0,Aadhar,740640.0,886200.0,6,3,0,0
2350,31,1.0,Aadhar,675108.0,784152.0,0,0,0,1
346,40,2.0,Aadhar,864204.0,990000.0,2,2,0,1
815,29,1.0,Aadhar,746556.0,1061964.0,0,0,0,0
4808,38,2.0,Aadhar,790728.0,1043400.0,2,0,0,1
3206,28,1.0,Aadhar,591636.0,808080.0,0,0,0,0
5811,45,2.0,PAN,481128.0,986832.0,7,3,0,1
6705,27,1.0,Aadhar,443268.0,957444.0,4,3,0,0
3326,33,1.0,Aadhar,603636.0,816000.0,3,2,0,1
4107,45,1.0,Aadhar,843804.0,1020000.0,0,0,0,0
6257,36,1.0,VoterID,633636.0,824040.0,0,0,0,1
2117,48,2.0,Aadhar,582216.0,791100.0,8,4,0,0
1835,49,1.0,Aadhar,478728.0,800448.0,0,0,0,0
794,32,2.0,VoterID,618936.0,807840.0,0,0,0,0
6927,41,2.0,Aadhar,1126788.0,1570968.0,6,5,0,0
2675,39,1.0,Aadhar,476808.0,900072.0,12,4,0,0
95,37,2.0,Aadhar,508728.0,1197960.0,2,2,0,0
4226,48,1.0,Aadhar,699108.0,897540.0,0,0,0,1
3757,30,2.0,Aadhar,524988.0,796404.0,3,3,0,0
2892,32,1.0,Aadhar,769944.0,921600.0,0,0,0,1
2372,34,2.0,Aadhar,623856.0,1228680.0,0,0,0,0
6876,34,2.0,Aadhar,574188.0,858996.0,2,2,0,1
6197,46,2.0,Aadhar,354348.0,738144.0,0,0,0,1
3229,32,2.0,VoterID,571740.0,889908.0,0,0,0,1
6235,31,2.0,Aadhar,717516.0,949680.0,0,0,0,0
2854,32,2.0,Aadhar,675108.0,774276.0,2,2,0,1
6473,45,2.0,PAN,908028.0,1268208.0,3,3,0,1
2913,35,1.0,Aadhar,708636.0,891312.0,0,0,0,0
1866,42,2.0,Aadhar,775308.0,996324.0,2,2,0,1
5755,48,2.0,Aadhar,724164.0,857760.0,0,0,0,0
4613,33,2.0,Aadhar,820584.0,966000.0,0,0,0,0
1858,34,1.0,Aadhar,603636.0,709860.0,10,4,0,0
2646,37,1.0,Aadhar,821784.0,970632.0,0,0,0,1
2244,36,1.0,Aadhar,814584.0,1206000.0,3,2,0,0
5374,26,1.0,Aadhar,358128.0,972240.0,0,0,0,1
2337,37,1.0,Aadhar,746964.0,960000.0,3,2,0,1
951,26,1.0,Aadhar,692400.0,854976.0,0,0,0,1
3069,43,2.0,Aadhar,660156.0,844332.0,7,4,0,0
1121,39,2.0,Aadhar,520728.0,774600.0,0,0,0,0
2598,47,2.0,VoterID,612036.0,909492.0,0,0,0,1
2205,38,1.0,Aadhar,502728.0,713700.0,4,4,0,0
420,44,2.0,VoterID,924948.0,1449468.0,0,0,0,0
923,35,2.0,PAN,568188.0,985872.0,0,0,0,0
1255,25,1.0,VoterID,866604.0,1226880.0,0,0,0,0
478,29,1.0,Aadhar,528000.0,686400.0,0,0,0,0
2036,30,2.0,Aadhar,879012.0,1361760.0,0,0,0,0
6438,30,1.0,Aadhar,879804.0,1165236.0,0,0,0,1
5789,45,2.0,Aadhar,974232.0,1110948.0,2,2,0,0
5743,30,1.0,Aadhar,675108.0,918480.0,0,0,0,1
5568,34,1.0,Aadhar,553740.0,769128.0,2,2,0,0
1203,45,1.0,VoterID,395808.0,809148.0,0,0,0,0
2627,26,2.0,Aadhar,630936.0,769248.0,0,0,0,1
5766,30,2.0,Aadhar,508728.0,712632.0,6,2,0,1
6734,39,1.0,Driving,718956.0,937560.0,16,6,1,0
1971,32,2.0,Aadhar,508728.0,755664.0,0,0,0,0
3111,34,2.0,Aadhar,471300.0,658812.0,0,0,0,1
4019,45,2.0,Aadhar,617136.0,766752.0,0,0,0,1
2152,25,2.0,Aadhar,606936.0,819936.0,3,3,0,0
3688,26,2.0,Aadhar,443268.0,864468.0,0,0,0,0
4917,44,2.0,Aadhar,684156.0,880008.0,0,0,0,1
1998,44,1.0,Aadhar,293388.0,837600.0,0,0,0,0
4034,41,1.0,Aadhar,721764.0,819600.0,0,0,0,1
6862,39,1.0,VoterID,705372.0,931920.0,0,0,0,0
3055,40,1.0,Aadhar,708996.0,894072.0,0,0,0,0
1249,26,1.0,Aadhar,595236.0,754992.0,0,0,0,1
2193,48,1.0,VoterID,873804.0,1055580.0,3,0,0,0
2713,45,1.0,VoterID,612936.0,908148.0,10,4,0,1
993,24,,Aadhar,564876.0,862896.0,0,0,0,0
2191,42,1.0,Aadhar,460068.0,791304.0,0,0,0,0
4671,48,2.0,VoterID,645636.0,779844.0,41,9,0,0
5143,25,2.0,Aadhar,586836.0,746268.0,2,2,0,0
3763,46,2.0,VoterID,657108.0,830880.0,3,2,0,1
3598,43,2.0,Aadhar,674268.0,821712.0,64,13,0,0
4712,26,1.0,VoterID,618036.0,799164.0,0,0,0,0
1319,29,2.0,Aadhar,627636.0,990000.0,5,2,0,1
1864,26,2.0,Aadhar,580188.0,727584.0,2,0,0,1
2344,44,1.0,Aadhar,736764.0,918600.0,0,0,0,0
2450,28,1.0,Aadhar,675108.0,831324.0,0,0,0,1
2137,48,1.0,Aadhar,870000.0,1022484.0,3,0,0,0
1066,32,2.0,Aadhar,678108.0,854616.0,0,0,0,0
6944,31,2.0,Aadhar,658308.0,819528.0,3,3,0,0
4228,38,2.0,Aadhar,778428.0,887388.0,2,2,0,1
2622,48,2.0,VoterID,413268.0,846588.0,0,0,0,1
78,29,2.0,Aadhar,640800.0,815460.0,0,0,0,1
2899,26,1.0,Aadhar,624036.0,758484.0,4,2,0,0
4821,32,1.0,Aadhar,470664.0,784320.0,0,0,0,1
1315,37,2.0,Aadhar,643668.0,873672.0,4,2,0,1
6105,26,1.0,Aadhar,596556.0,848340.0,3,2,0,1
873,45,1.0,Aadhar,723756.0,830964.0,6,3,0,0
3851,24,,VoterID,612936.0,832800.0,0,0,0,0
5469,29,2.0,VoterID,873012.0,1157844.0,0,0,0,1
6689,27,2.0,Aadhar,733764.0,981816.0,0,0,0,1
2966,45,1.0,Aadhar,721272.0,864000.0,0,0,0,1
3392,44,1.0,Aadhar,461268.0,628440.0,0,0,0,1
5416,35,2.0,Aadhar,600936.0,852000.0,2,0,0,0
2561,37,1.0,Aadhar,641508.0,896112.0,4,3,0,0
6853,37,2.0,Aadhar,570708.0,782820.0,0,0,0,1
2636,42,2.0,Aadhar,820584.0,1159740.0,6,3,1,1
5257,49,1.0,Aadhar,367248.0,512988.0,0,0,0,0
3531,48,2.0,Aadhar,711108.0,872760.0,0,0,0,1
376,33,2.0,Aadhar,496728.0,749196.0,6,3,1,0
1909,28,1.0,Aadhar,859476.0,1104000.0,0,0,0,0
4430,37,1.0,Aadhar,654108.0,816420.0,0,0,0,1
6721,41,2.0,VoterID,648072.0,813672.0,0,0,0,0
6114,48,1.0,Aadhar,737364.0,837564.0,2,0,0,1
4028,35,2.0,Aadhar,649236.0,750048.0,0,0,0,0
1605,31,2.0,PAN,532188.0,866640.0,0,0,0,0
1119,25,1.0,Aadhar,853476.0,1826760.0,0,0,0,1
3678,41,1.0,Aadhar,591636.0,740388.0,0,0,0,0
3491,33,1.0,Aadhar,784584.0,924000.0,0,0,0,1
6804,26,2.0,VoterID,584988.0,833880.0,0,0,0,1
2959,36,1.0,Aadhar,636036.0,850200.0,4,2,0,0
1995,48,1.0,Aadhar,753756.0,893100.0,2,0,0,0
6939,23,,Aadhar,474408.0,939816.0,0,0,0,1
6079,47,2.0,Aadhar,530520.0,811080.0,0,0,0,1
2377,34,2.0,Aadhar,770556.0,1032492.0,0,0,0,0
6404,46,2.0,Aadhar,708156.0,800616.0,0,0,0,0
1343,40,,Aadhar,792828.0,1111620.0,3,0,0,0
321,37,2.0,Aadhar,594936.0,767544.0,0,0,0,1
1620,31,1.0,Aadhar,532728.0,924000.0,0,0,0,0
3714,26,2.0,Aadhar,584988.0,719496.0,15,6,0,0
6401,36,2.0,PAN,797904.0,1278000.0,2,2,0,0
2061,26,,Aadhar,1143048.0,1811448.0,2,0,0,0
2220,30,2.0,Aadhar,722556.0,848892.0,5,2,0,0
1674,36,2.0,VoterID,669108.0,850284.0,0,0,0,1
261,34,1.0,Aadhar,652632.0,821256.0,3,0,0,1
6291,29,1.0,Aadhar,725844.0,998964.0,0,0,0,1
2040,36,2.0,Aadhar,699564.0,905400.0,0,0,0,1
4786,44,1.0,Aadhar,580188.0,804000.0,2,0,0,1
902,48,1.0,Aadhar,724164.0,836400.0,0,0,0,1
3745,29,1.0,Aadhar,999996.0,1404756.0,0,0,0,1
2027,28,1.0,Aadhar,853476.0,1444896.0,4,4,0,0
4235,43,1.0,Aadhar,713364.0,916476.0,0,0,0,1
1918,43,2.0,Aadhar,924792.0,1327944.0,21,3,0,0
1829,40,2.0,Aadhar,663108.0,760968.0,0,0,0,0
1574,48,1.0,Aadhar,754956.0,866616.0,17,8,0,0
4416,28,1.0,Aadhar,401268.0,564000.0,0,0,0,1
4750,47,2.0,Aadhar,814584.0,1207368.0,0,0,0,0
6135,43,2.0,Aadhar,556188.0,816000.0,4,2,0,0
4655,36,1.0,Aadhar,835404.0,1132920.0,0,0,0,0
4209,47,2.0,Aadhar,410868.0,611976.0,0,0,0,0
4628,44,2.0,Aadhar,812028.0,982860.0,3,2,0,1
225,33,2.0,Aadhar,855804.0,1274928.0,2,2,0,0
724,27,1.0,Aadhar,615636.0,899532.0,5,0,0,0
6273,42,1.0,Aadhar,624396.0,835860.0,0,0,0,0
1142,34,1.0,Aadhar,710556.0,888732.0,11,7,0,1
5530,42,2.0,Aadhar,724956.0,881532.0,8,7,1,0
5765,25,,Aadhar,883476.0,1438380.0,3,2,0,1
5555,27,2.0,Aadhar,630936.0,954816.0,0,0,0,0
6635,28,2.0,Aadhar,456468.0,1296504.0,3,0,0,1
2763,42,1.0,Aadhar,734556.0,1093788.0,4,3,0,0
847,26,1.0,Aadhar,735072.0,876000.0,0,0,0,0
4290,43,1.0,Aadhar,655908.0,840000.0,0,0,0,0
5561,45,1.0,PAN,994032.0,1520208.0,6,4,0,1
5043,44,2.0,Aadhar,849804.0,1176000.0,0,0,0,1
2552,34,1.0,Aadhar,672156.0,864960.0,0,0,0,0
5726,37,1.0,VoterID,822828.0,1273032.0,2,2,0,0
2929,25,1.0,Aadhar,808764.0,1076832.0,0,0,0,1
118,32,1.0,Aadhar,690708.0,807000.0,0,0,0,1
646,30,1.0,Aadhar,516120.0,637044.0,0,0,0,0
4,28,1.0,Aadhar,746556.0,930924.0,0,0,0,0
4171,48,2.0,VoterID,666156.0,815892.0,0,0,0,0
5852,50,1.0,Aadhar,841476.0,1147200.0,0,0,0,1
468,37,2.0,Aadhar,696108.0,894324.0,4,3,0,0
6,34,2.0,Aadhar,779784.0,902040.0,0,0,0,1
5343,43,2.0,Aadhar,534588.0,748656.0,4,3,0,0
920,45,2.0,Aadhar,912948.0,1352136.0,8,6,1,0
2596,27,1.0,Aadhar,462000.0,795144.0,4,2,0,1
4325,40,2.0,Aadhar,603636.0,692976.0,3,0,0,0
1064,32,2.0,Aadhar,992232.0,1132992.0,0,0,0,0
2591,47,2.0,Aadhar,746556.0,959544.0,0,0,0,0
243,38,1.0,Aadhar,638436.0,874152.0,13,5,0,0
6087,35,1.0,Aadhar,499728.0,739848.0,0,0,0,0
1161,37,2.0,Aadhar,770556.0,975264.0,7,5,0,0
2871,34,2.0,Aadhar,831564.0,1056120.0,9,4,0,0
3736,37,2.0,Aadhar,818028.0,923100.0,0,0,0,0
6395,38,1.0,Aadhar,731364.0,840000.0,0,0,0,0
2398,29,1.0,Aadhar,609636.0,1006908.0,3,0,0,1
3518,33,1.0,Aadhar,569484.0,876360.0,3,2,0,0
3422,30,2.0,Aadhar,725556.0,909120.0,2,2,0,0
2564,31,2.0,Aadhar,580188.0,787944.0,3,3,0,1
5623,28,2.0,Aadhar,739356.0,945600.0,0,0,0,1
1606,50,2.0,Aadhar,407268.0,533292.0,0,0,0,0
6747,26,1.0,Aadhar,736596.0,957384.0,0,0,0,1
2325,44,2.0,Aadhar,586140.0,792000.0,3,2,0,0
2710,27,1.0,Aadhar,603156.0,873276.0,2,2,0,1
6142,48,2.0,Aadhar,687756.0,849264.0,18,4,0,1
1313,26,2.0,Aadhar,635496.0,764448.0,0,0,0,1
3449,45,1.0,Aadhar,446028.0,786264.0,2,0,0,0
3813,34,1.0,Aadhar,779568.0,939456.0,0,0,0,1
6503,25,1.0,Aadhar,596556.0,821676.0,0,0,0,0
2363,29,1.0,Aadhar,375408.0,886332.0,0,0,0,0
1976,47,1.0,Aadhar,580188.0,782700.0,0,0,0,0
3515,45,2.0,Aadhar,734556.0,864000.0,8,0,0,1
1762,44,2.0,Aadhar,539388.0,747840.0,0,0,0,1
5402,33,1.0,Aadhar,725364.0,857124.0,0,0,0,1
2740,45,1.0,Aadhar,559236.0,745944.0,22,5,0,0
5638,42,2.0,Aadhar,325836.0,490440.0,15,3,0,1
6512,42,1.0,Aadhar,348348.0,504000.0,22,9,0,0
2473,46,2.0,Aadhar,585636.0,733728.0,7,5,0,0
4008,31,2.0,VoterID,734556.0,1044144.0,3,2,0,1
4719,45,1.0,Aadhar,649908.0,761952.0,4,4,0,0
1494,33,2.0,Aadhar,719364.0,833904.0,0,0,0,1
4207,36,1.0,Aadhar,738876.0,817596.0,3,0,0,1
2159,39,2.0,VoterID,514728.0,895464.0,0,0,0,0
1170,49,2.0,Aadhar,830028.0,1171536.0,4,4,0,0
6315,42,2.0,Aadhar,740556.0,868656.0,0,0,0,1
233,44,2.0,Aadhar,613368.0,845712.0,0,0,0,0
67,32,1.0,Aadhar,668556.0,850500.0,2,2,0,1
1604,34,2.0,Aadhar,514728.0,653448.0,0,0,0,0
3284,39,1.0,Aadhar,927012.0,1048032.0,0,0,0,1
3597,45,2.0,Aadhar,778584.0,938160.0,4,4,0,1
4633,32,2.0,Aadhar,648156.0,839220.0,0,0,0,1
126,31,1.0,Aadhar,755364.0,976272.0,0,0,0,1
5351,29,1.0,Aadhar,544668.0,733200.0,2,2,0,1
1297,33,2.0,Aadhar,1086660.0,1527996.0,0,0,0,0
1977,47,2.0,Aadhar,458868.0,786996.0,0,0,0,0
6316,49,1.0,Aadhar,798036.0,908652.0,0,0,0,1
6268,38,2.0,PAN,956232.0,1152000.0,0,0,0,0
2076,34,2.0,Aadhar,642588.0,874800.0,0,0,0,1
4581,45,2.0,Aadhar,655428.0,825708.0,0,0,0,0
5751,28,2.0,Aadhar,367788.0,724152.0,7,4,0,0
6604,35,1.0,Aadhar,692316.0,818760.0,5,5,0,0
3087,28,2.0,Aadhar,568188.0,799980.0,0,0,0,0
6067,30,2.0,Aadhar,594036.0,780000.0,2,2,0,0
3346,45,1.0,Aadhar,550188.0,776760.0,3,2,0,0
6246,35,2.0,Aadhar,499728.0,625980.0,2,0,0,0
5871,32,2.0,Aadhar,580188.0,804156.0,0,0,0,1
2798,28,1.0,PAN,576540.0,836568.0,0,0,0,0
919,41,2.0,VoterID,797028.0,1249452.0,0,0,0,1
1647,48,1.0,Aadhar,697056.0,834000.0,3,3,0,0
5123,34,2.0,Aadhar,755364.0,976692.0,0,0,0,0
5127,46,2.0,Aadhar,562188.0,765900.0,7,0,0,0
4979,28,1.0,Aadhar,894000.0,1369440.0,0,0,0,0
5432,40,2.0,Aadhar,600936.0,716460.0,4,3,0,0
4622,31,1.0,Aadhar,645516.0,831672.0,5,3,0,1
365,47,2.0,Aadhar,788028.0,1083540.0,0,0,0,0
3288,49,1.0,Aadhar,454392.0,713592.0,3,0,0,0
2126,48,2.0,Driving,520728.0,855600.0,0,0,0,0
4124,45,2.0,Aadhar,659508.0,896400.0,17,5,0,1
4570,46,1.0,Aadhar,667908.0,897000.0,6,3,0,0
526,37,1.0,Aadhar,501408.0,860364.0,0,0,0,0
4822,44,2.0,VoterID,729756.0,885756.0,0,0,0,1
56,30,2.0,Aadhar,437868.0,749100.0,2,2,0,1
639,46,2.0,Aadhar,435228.0,736692.0,6,3,0,0
303,30,1.0,Aadhar,814584.0,950232.0,0,0,0,0
2767,36,2.0,VoterID,707364.0,936936.0,0,0,0,0
5812,27,2.0,Aadhar,802584.0,1108620.0,0,0,0,0
1277,42,1.0,Aadhar,472008.0,806724.0,5,3,0,0
6550,32,1.0,Aadhar,380808.0,738108.0,2,0,0,1
4721,35,2.0,Aadhar,654756.0,769800.0,0,0,0,1
2056,24,2.0,Aadhar,850044.0,1346112.0,0,0,0,1
5377,24,,Aadhar,754188.0,1209840.0,0,0,0,0
5146,26,1.0,Aadhar,690708.0,861192.0,0,0,0,1
4433,29,1.0,Aadhar,457692.0,837564.0,5,4,0,0
3645,41,1.0,Aadhar,663600.0,812616.0,0,0,0,1
4144,48,2.0,Aadhar,724752.0,863760.0,10,2,0,1
2879,50,2.0,Aadhar,524520.0,717156.0,4,3,0,0
4203,47,2.0,Aadhar,742956.0,1054056.0,0,0,0,0
5176,29,2.0,VoterID,580236.0,801000.0,0,0,0,0
2287,32,2.0,Aadhar,720444.0,858876.0,0,0,0,1
2262,32,2.0,Aadhar,651108.0,1163400.0,3,0,0,0
5241,27,2.0,Aadhar,675108.0,786936.0,2,0,0,0
2297,28,2.0,PAN,812184.0,1256832.0,0,0,0,0
5933,28,1.0,Aadhar,334188.0,817272.0,0,0,0,0
1754,29,2.0,VoterID,679056.0,826944.0,9,3,0,1
5198,45,2.0,Aadhar,723600.0,888000.0,3,0,0,1
1969,27,1.0,Aadhar,539028.0,798792.0,0,0,0,1
6074,32,2.0,Aadhar,627996.0,887904.0,3,3,0,0
3118,32,2.0,VoterID,648156.0,859548.0,3,2,0,0
2394,36,1.0,Aadhar,801384.0,943920.0,6,2,0,0
524,42,2.0,Aadhar,761280.0,980400.0,4,3,0,1
5525,24,,Aadhar,621636.0,718200.0,2,2,0,0
3901,26,1.0,Aadhar,806028.0,1018836.0,0,0,0,0
6517,26,1.0,Aadhar,511128.0,718488.0,0,0,0,0
4700,39,1.0,Aadhar,365808.0,515280.0,3,3,0,1
5586,29,2.0,VoterID,621972.0,816504.0,0,0,0,1
6169,36,1.0,Aadhar,526740.0,815328.0,2,0,0,0
3123,27,2.0,VoterID,763860.0,940320.0,0,0,0,1
4157,47,2.0,Aadhar,627636.0,755040.0,3,3,0,0
1970,47,2.0,Aadhar,577740.0,753516.0,3,2,0,1
672,27,2.0,Aadhar,654156.0,817272.0,0,0,0,1
4189,40,1.0,Aadhar,534588.0,762000.0,2,2,0,1
667,28,2.0,Aadhar,556188.0,926304.0,0,0,0,0
6058,47,2.0,Aadhar,877476.0,1247076.0,0,0,0,0
1888,47,2.0,Aadhar,484728.0,1049988.0,3,2,0,0
3267,36,2.0,VoterID,921348.0,1184340.0,3,3,0,1
281,31,2.0,Aadhar,552336.0,766224.0,4,2,0,0
1720,32,1.0,Aadhar,523128.0,690312.0,5,4,0,0
2948,36,1.0,Aadhar,601236.0,792936.0,0,0,0,0
4456,47,1.0,Aadhar,705108.0,804000.0,0,0,0,0
900,39,2.0,Aadhar,250368.0,920700.0,0,0,0,1
6032,40,2.0,Aadhar,585588.0,780924.0,0,0,0,0
6781,30,1.0,Aadhar,514728.0,754260.0,0,0,0,0
761,27,1.0,Aadhar,772584.0,1023960.0,4,3,0,1
1907,48,2.0,Aadhar,663108.0,845976.0,3,0,0,1
4043,38,1.0,Aadhar,699108.0,840264.0,10,4,0,0
3824,47,2.0,Aadhar,367932.0,924000.0,0,0,0,0
4139,47,1.0,Aadhar,699108.0,838452.0,0,0,0,1
3819,40,2.0,PAN,565740.0,790128.0,6,2,0,0
4301,28,2.0,Aadhar,830028.0,1189200.0,0,0,0,1
5570,27,2.0,Aadhar,684156.0,909180.0,0,0,0,0
2594,41,2.0,VoterID,707364.0,904596.0,2,2,0,1
4165,34,2.0,Aadhar,743364.0,910092.0,4,2,0,0
3032,47,2.0,VoterID,544188.0,783048.0,5,4,0,0
5972,26,2.0,PAN,453900.0,676632.0,2,0,0,0
3580,32,2.0,Aadhar,479772.0,812532.0,0,0,0,0
2833,39,2.0,Aadhar,542748.0,614076.0,0,0,0,0
5450,48,1.0,Aadhar,447804.0,589824.0,0,0,0,0
3473,45,2.0,Aadhar,531528.0,851112.0,18,11,0,0
138,40,2.0,Aadhar,712956.0,1550004.0,8,6,0,1
4893,28,2.0,Aadhar,739788.0,893676.0,5,2,0,1
2181,28,1.0,Aadhar,617976.0,855492.0,0,0,0,1
2129,38,1.0,Aadhar,639636.0,834000.0,0,0,0,0
3178,30,2.0,Aadhar,830028.0,1064400.0,0,0,0,1
4855,28,1.0,Aadhar,696036.0,857556.0,0,0,0,0
4638,46,2.0,Aadhar,562188.0,1035300.0,3,2,0,1
5116,43,2.0,Aadhar,472728.0,888228.0,0,0,0,0
6097,35,1.0,Aadhar,699108.0,833364.0,0,0,0,0
4262,40,2.0,Aadhar,696156.0,898800.0,0,0,0,0
4345,48,2.0,Aadhar,749364.0,868908.0,0,0,0,0
1332,28,1.0,Aadhar,694308.0,861660.0,0,0,0,1
2018,45,2.0,Aadhar,621636.0,826920.0,3,2,0,1
4543,28,1.0,VoterID,597216.0,818280.0,0,0,0,1
2483,40,2.0,Aadhar,663108.0,983400.0,6,3,0,1
1359,35,1.0,Aadhar,538908.0,809208.0,0,0,0,0
1330,29,2.0,Aadhar,722556.0,872520.0,8,7,1,1
6894,43,2.0,Aadhar,687108.0,848064.0,0,0,0,0
2151,35,1.0,Aadhar,933012.0,1169160.0,0,0,0,0
4531,38,2.0,Aadhar,506520.0,771564.0,3,3,0,0
2123,28,2.0,Aadhar,1145880.0,1768800.0,0,0,0,0
4674,49,2.0,Aadhar,786024.0,935352.0,0,0,0,0
3982,48,2.0,Aadhar,580188.0,824520.0,21,9,1,0
1253,36,1.0,Aadhar,627336.0,792000.0,0,0,0,0
3279,50,1.0,Aadhar,708156.0,853068.0,20,3,0,0
3375,39,1.0,Aadhar,496728.0,612600.0,0,0,0,0
2815,33,2.0,Aadhar,582036.0,1163784.0,0,0,0,0
4720,28,2.0,VoterID,463296.0,760860.0,5,2,0,0
1849,26,2.0,Aadhar,621636.0,757188.0,0,0,0,0
4859,29,2.0,Aadhar,556188.0,777456.0,0,0,0,1
3038,36,1.0,Aadhar,458868.0,831264.0,0,0,0,0
389,42,2.0,Aadhar,415932.0,823344.0,3,2,0,0
236,36,2.0,Aadhar,579396.0,938880.0,3,0,0,0
1078,40,1.0,Aadhar,743280.0,954684.0,9,5,0,1
1985,36,1.0,Aadhar,693600.0,888000.0,0,0,0,0
4364,48,2.0,Aadhar,867804.0,1235640.0,0,0,0,1
3963,46,1.0,Aadhar,756744.0,1170000.0,3,3,0,0
771,25,2.0,Aadhar,368808.0,541200.0,2,0,0,0
2166,44,2.0,Aadhar,444468.0,613200.0,0,0,0,1
4534,44,2.0,Aadhar,651636.0,792756.0,0,0,0,1
674,30,2.0,Aadhar,863712.0,1177452.0,3,3,0,1
250,41,2.0,VoterID,712416.0,818952.0,3,0,0,1
1575,35,2.0,Aadhar,660156.0,958572.0,0,0,0,0
3420,43,1.0,Aadhar,840276.0,1078800.0,3,2,0,1
2082,25,2.0,Aadhar,695460.0,1260372.0,0,0,0,1
